experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nStreams	baseAngleCWfromEast	ring	resp0	button0	cuePos0	answer0	correct0	whichStream0	angleOfWhichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	streamLtrSequence18	streamLtrSequence19	streamLtrSequence20	timingBlips
main	78	DY1	nStreams	0	right	21	0	0	X	0	9	M	False	6	90.0	0	5	DSVEXAYHRUJOMINKLTFQBPGZ	VZYJXRDSALKBEMPGIQUFONHT	NPVYUMRJOBXFTZELSHAIQDKG	UAIZOTPRHYKSFXEMQBNVGDLJ	FYKROSNTQIABGPLJHMEDUXVZ	EQIYJOBZLXARMPUVNSDKHTFG	PUOSHGTBAMJVIKXZRFQNDEYL	XUFHQGEVSTAOLPNIBDRJZYMK	ZFKOVNPAEIXHYDBUSGRMLJQT	YHLGPZADBIFMTUKRVQOEXNSJ	RSHGOKMVIJNUEBYLDFXTQAZP	MSTZOXAQVGILBERNHJFPDUKY	IKUBNEMHAGQYPJTOVDXFZLRS	TRJIXZGMSPDHFUELBYVONAQK	VXZOMPJIRFUSLYGADNBQEKTH	KFPYIBVLOHSRTUNXQMGZEJDA	ZAJMSQPINVUXGDOKRHETLYFB	PMNHVIYTZXLEBASQJRUOFKGD	ULPEZOVXQJMADGNITRBKHYSF	ZGDYMKNPLAJHQUORVSIBXTEF	EFSKYVHXIOZQULDRJBAMNPGT	1
main	79	DY1	nStreams	0	right	2	90	2	B	0	9	K	False	1	90.0	0	4	ERHUALYMVXKFPSIDBQTNJGOZ	RFLMVAQXGKNUOBSEJHTZIYDP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	80	DY1	nStreams	0	right	2	135	1	V	0	8	B	False	0	45.0	0	-1	PGNXRTOVBQSHDYAFJZLMKEUI	FTUNGPIZHXVBAYOEDLQJRKMS	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	81	DY1	nStreams	0	right	2	90	1	D	0	9	K	False	0	-7.01670929853e-15	0	-6	BYADXGPEJKQHVTFNISLOMZRU	TFBGHVZUEJXYNMRQLOISDKAP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	82	DY1	nStreams	0	right	2	0	2	Z	0	7	Y	False	1	-7.01670929853e-15	0	2	QUTPZIOSHBYVKFDXJEGNAMRL	JBRPXGSYUZKHAVEFLQOMINTD	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	83	DY1	nStreams	0	right	21	0	0	R	0	6	P	False	17	72.0	0	1	DNIBLJXMUTFPEZSOKVYQARHG	KQXNFMSELGZPURYBAIOTDHVJ	UIXFDPVAYNKSMHJOTLZRGEQB	YQJSDZULNBVHITOAPMKXFRGE	YDNTSEHQGAJOBMRLUKZXIPVF	RHNVIDMOBAGZJEUPLYFKXSTQ	HAZJBYVRQXKMFPLEOTUSGIND	BGODSAZIPJMXFQKNVUTLYRHE	QLBKZIHPJYRFEMXNTOSGAUVD	AGXPINMHOYUFLSQVDKJETZRB	KQPNGBFMODJLYVTHXSRAIEZU	LZVHKARQNFTGIXYESPBUJMDO	MPGBFUHOXRALQEVZDIKSTJYN	NMYHAPULRGTZFSDOEXVIQKJB	YZDQGBVILUTFMEHXJNSRKAPO	LJSUVXFRTBYMIQHENDOZGAKP	OKMTZREBSDXFQNYLGIUVAJPH	EGTUQNPRJXFVZDSYMHAOLIKB	OJQNEXLGSUVAHTFBIYMRZKDP	UDVOAPNRMJZHIGBLYESKTFQX	VAOLUJRTSPDQGFNYBKHZMXIE	1
main	84	DY1	nStreams	0	right	2	90	2	V	0	10	A	False	1	90.0	0	-2	KFPXOHZEQUMRYGSNDLATIBVJ	ITUHFOQBVKALXNSREPYJZGDM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	85	DY1	nStreams	0	right	2	45	2	I	0	8	F	False	0	45.0	0	12	DOKZUAXNFJLRBGHSQETPIVMY	KDSEPTXFOMNALQYHUZIVJGRB	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	86	DY1	nStreams	0	right	21	0	0	S	0	9	X	False	20	-72.0	0	8	RKGFTLQYUZSMNIVADXEOJBPH	SFVTLRMIPDEOJHQAYBXUNGZK	OFMBTEAVRQNZIJYSXPUKHDLG	EONABDVSPRIQHXYUTGFMKJLZ	VYJBMXTURLEPNOFHIQKGASZD	BNGISKUVDTXZEPJQHFRLOMYA	GHULDXBINRVFJAOTSZKMYQPE	LSFDMRGANEKQZUIBXYPOHVTJ	SVKUJQYDORBMNZLFEGTPHXIA	AXYDPHFZELMBRIUKVQSTNGOJ	XDILRAJOKQFYVBMSTHZEPNUG	SYPRTAUVJDMXINEFGLZKOBQH	HZRNUBKPQIGEVSYLDMOTJXFA	OIKBDQMEYPHJZSTGNVRULXFA	DBXOYPSQNZIGEAVFJTLHMKRU	XKILQDHRUGZMSBVTAFEYOPJN	HGSBPAKXNZVMILERJYFDTOUQ	EAKXYBUNTLIGQJDPRMOHFZSV	MPHIXFYJRTULKEZGOVSBAQDN	INUZQYJAKVXGHMFBESTRLDPO	IQENLYURGXFDKAPZHSVOBJMT	1
main	87	DY1	nStreams	0	right	2	0	0	E	0	6	F	False	0	0.0	0	7	NQGSOXFBAJLUKERZYVPHTIDM	JLABOXZUDTPIFQKEGYRNHSMV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	88	DY1	nStreams	0	right	21	0	0	M	0	8	R	False	7	-45.0	0	4	VIJBGHASUFPNMRYDTKLQOZEX	NHSPZOJMUXKTGDRAFVLQBEYI	EORGQSHUJXYLVAMBKTDPIFZN	ETNGKMQPAFZJULBIVYDROHXS	EQNMXTGOILFSAJBDHUPRVZKY	DBIXLPMGQRFKNUSYEZJOVHAT	NUKAYEGPJIXSHVLQTBDRFOZM	IKLOGYVZRQXTMJFPEBNHDSAU	AKHQVXPDIZMNYBRTLOGEUJFS	HXSEBMDFOZKYIAGQLVRJTUPN	FKNPBXRUGHIODZMYQTJLSAEV	SKHPGUIFALVXZYBJETOQRDNM	QIRHEDUSXTPMBVKZLYAOGNJF	NOAQYBFMPDSUZKLHXVJEITRG	NHXUMLEDTSRGZKQJPBAIYVFO	AFYQRISXULZOJGPNMTHVDBEK	LNIDTFUZBVEMRPHXYSJQOAGK	YONTMVJSGARZPIFLHDKXQEBU	BLIGFTVEQXOUPDJHMNAYZRKS	QSIKPROZUDAEHFVJNBMXYGLT	SITPBZXQNHGDUFKELVJYRAOM	1
main	89	DY1	nStreams	0	right	21	0	0	E	0	6	G	False	13	67.5	0	8	ODUSLNAMBGTRZJPYQXIFEKVH	YJAZXKBPRLUGHTNISVMEOQDF	BJSPRDZQYGHTAIMXEULVNKFO	MPJSFBQEKNYXVROTZHAGIDLU	HKUYGDPENMBTRFZIQLXOVJSA	SOBRUXZGJATNHQFYEMKPVIDL	ZBXYJMHLRKGOUFTNPSVEQADI	GKQXYSLNZDRMIVEAFUTOHBPJ	BVZXDSAGMPOQUHIKJFNTRYLE	BFTMAUZDGIYLPVJSXOHQNERK	IOBDTGKNFUQSRZPLVAYXHMEJ	NKBDZOSVLYAQEFHXMTRGJPIU	BQATDKYNOIRLSVMPGXEJUFZH	QPKJNIGXBOAVDHEURSYFTZML	YZKOPGXMHVJTRDUQIBASLEFN	LYPDRXVKAHUJNBQEFTSIZGMO	DBRGAXTHYJPUSNKIOVEFLMZQ	XTMZJQGVNIBHLSRFUPKAEYDO	MVAOEGNHRZITYBSKXFUDLJQP	TVPQEMXSRFZLONDBUHIAJKYG	SFGNUOYRVQKMEJBZATDHPILX	1
main	90	DY1	nStreams	0	right	21	0	0	E	0	7	S	False	2	90.0	0	14	KVEBDYZMFLJRIPSNHOGTXAQU	QLOKVESMDAFYJUBPNXIHZRTG	ZXQRHAYSVFLTNGPOBDUMIEKJ	ZIPDGMHUSVYKJLANFXORTBQE	VZSPOUHQTBRIEJKFNAXGMLDY	RAMIHKPVUNFLEDYQTBJSZXOG	TPYSLVNEIQOAKZJRUGBHXFDM	VTOHKXEBZDJRYUMALIQNFPGS	MQRUBTZOIFHPSJVNYXDGEKAL	RZFKJYMXBUTAIEOHDQGSVNPL	TNRBXYHOUJPIZEFMKLSAQVGD	ITAQKHERXVFJLGPSNZYBDMUO	JBTXASIHGLDUMKQFOYPENZRV	TLDGJIZQBVORFPUSHEKMYAXN	OPQULXRFGEKYNHSAVIZTMJDB	BPNOJTHAIVEZUFRLDKGMQXYS	IYRMVZTHXOJUNSEKDFLPBAQG	SPLNBEDTOQHZXGFIARMJVUKY	BGXLEKNSDMUPQRYIJHVTFOAZ	ATQLMHYNSPRZJBEVUKDFGOXI	XLTHINFMOYDKRGVBZPSJQEAU	1
main	91	DY1	nStreams	0	right	2	45	0	U	0	6	P	False	0	45.0	0	6	QJVBDEPMNXYHUTOARSZFIKGL	JSBNQOZDKRGLIEHPXUAYTMVF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	92	DY1	nStreams	0	right	2	0	1	U	0	7	M	False	0	90.0	0	10	DZFSHLNMATRXQGIVEUBYKJPO	XSFILPUHMORZEAKQYVTJNBGD	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	93	DY1	nStreams	0	right	21	0	0	H	0	9	T	False	5	45.0	0	9	AHKOJLIDFVGXBYNZSUMREQPT	GAKVINZEORYHFLMUXPBDJTQS	UTZAYHEQXJRIGLNKFPBSDMOV	PJLXRKDQTNOSHAUEBGMZYFVI	QXORYATUMEZSGHNFILVDKBJP	JQPVNLGXETKRBUZIDSHFOAMY	ZDMGHRLXAUVOIPQBEKJNTFYS	LBSERQZGNOPUYJHXATKIMDFV	FLEZAODKHNMTXJQIGRSPUVBY	MSJUHAIEPKXOQTNBRDZVYFGL	XMDBHGUTSKVPYRFEIALZOJNQ	XSYEBVHFMRPDJIOUQGNLAZKT	ZYNMBXSVKERUILDAGPQHJTFO	PNTBILVXYHJGAFMEKZDSUROQ	QIOTRLVAFPBNSMDZJHXKGYUE	UHBLAPVIENQFXMRSKYOZDJTG	ZFALYKMPRVEDUTXNGBSOQIJH	VLNJKUTQOFDZBSEHRMPXYIGA	EVFUPTHDOSLGNXMKARYQJBZI	UTOMIYKGEDNRBSHPLVAFZQXJ	LJHVXFNDGAOZRIQEBTUPMSYK	1
main	94	DY1	nStreams	0	right	2	45	2	T	0	6	X	False	0	45.0	0	8	GQBAIFXOPESRZLTUDHMKVNYJ	MFQKYPHDOTVNBSZURLGXEIAJ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	95	DY1	nStreams	0	right	21	0	0	F	0	6	Q	False	2	90.0	0	5	MXYEFBDVLUKNAPTOIZSQRGJH	ELBVJRYMZIDGOUQTHNKPFXAS	OYZJHVQTRMIFDLUPBGSKXAEN	FZTPOADVBESMNJGYUKXQILRH	RAYSFVNUHEJLZOMBIQDXPTGK	IXRQBHTNAZGUJYMPSDKOFVLE	GDPETHNJIAOZFQBVMSLXRYUK	KMFUNTAEQYBSZRLIHDPXGVJO	QPYOLREKJADNHBFUXVGSMZTI	ZSMPXLDFIRBTNHJQKUVOYEGA	EOYJTLMVGZXUKDNIQHPFRASB	QBPTFVGHMAKLNIEJRDZXUYOS	FGYHPZVAIRJODMUKSQLENTXB	FKADGUIOVLRTBSYPHNXJMEZQ	NFLDHZOTYISRVAPUKJGMEBQX	KFODPGXZJMUTESVYRNAIBLQH	YJQHUAOXRLTMSVBKIZNDPEFG	IUVNBXDAFYHRTOQKZELGJMPS	TIHEVOSNLUZFQAXDJMYBRKPG	YDRMGHXUNALZFTEKJSOQVPIB	OGSXZDVTBUHINFPAKJLMYREQ	1
main	96	DY1	nStreams	0	right	2	45	2	M	0	7	I	False	1	45.0	0	-3	NGZPYTLQURADJBVEKMOXFHSI	KEBHMNSIUPXYJDAGLTOZFRVQ	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	97	DY1	nStreams	0	right	2	90	2	U	0	7	T	False	1	90.0	0	3	FSDOVAKMZRQIXGLPJEHBUYNT	NOSDHPKTGIUQXVJLMBAZFEYR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	98	DY1	nStreams	0	right	21	0	0	G	0	8	K	False	7	-45.0	0	4	POIDQKLHYSEXBANTGJUVMZRF	MSQIXKAFGORJBUDNEYHLTPZV	VPRKEJBZDLIGUQNFYSATMHXO	LDOMUFHVZPYEJASQBTKXNRGI	TQDLXMUYZJGRNVKHBOSFPEIA	QHVOPBNSGLJMRYETXAZDFUKI	IBUJSZDVHLMYEANGRTKFPQXO	IRLJNQBSKZTMGYDHUVEAOPFX	NYTZXRGBODMELVFHSIAPQUJK	ANGEVIJDHZKTLRXSOYMPQBFU	YRMIZXADSOVKGTFHPUELJNQB	ZNSRFGBOKEYATLXDQHMUVIPJ	PLVHYDQNFAUBZTXRKOISGEMJ	TYIMFERNSKPDVALHXUQOGBJZ	TMHPFJDSXLEVZIYRUGBOAKNQ	EDNLVYUMFOHZABRJIQGSXKPT	YSTVFQRPHIBOMJDZGKNLXAUE	LJXORVFQAHMKZNSBTIGEUDPY	SJVDPXOULBYFITRKZMEQHNAG	LORIXBYKVGUEPMAHNDZTSFJQ	IFNDGZHMQJUASVLYRXEOBPKT	1
main	99	DY1	nStreams	0	right	21	0	0	H	0	8	J	False	17	72.0	0	3	QZEVHGBJFYITXULDMOKSAPRN	PFURVJBQOZIDSNHEAKLYMTXG	UBQSYMOJHRTEDIZKPANXVLFG	YEZAFPGSIJRBONQKUMLVTDXH	LIFTAYQPGUOBHRKXMJSNEZVD	UHZPSBORJVXMLQKYTDEGNIAF	DTUHVKZQMABNOEGRXPISJLYF	NLVPJFBKYQAGSTREZUHXDOMI	OAMUBZKSGREVHDYNPTLJQFXI	GOYMKXVDJPFSQHRIAELNBZTU	LZEBDTXMOSKYPNHVQFAUIGRJ	NJMORDAQKIBGELYTUHSZVFXP	GNUSFTZKDJVOQBMAIHYLERPX	IKRABTUEQXLYPJHZGDSNOVFM	ROPGYDSAQKINHZXEJULTBVMF	HISOPNLFYZGBEDAJKMRQVUTX	OZKPNYAEMQDFRXVHBJTUSGIL	TVEQKNGAJUXHZPYRIOMFBDSL	LDJMOKBANEGTPRUZYFXQVHSI	SINDJUBXYRGPMLOAZQEHFTKV	SHIDTYEGRLXOZBFQVJKUPNAM	0
