"","model","latency","efficacy","precision","participant","efficacyEstimate","latencyEstimate","precisionEstimate","val","pLRTest"
"669","Normal",1.5,0.9,1.2,42,0.78864583931758,1.57412555840922,1.10759967416308,448.769241050913,5.54349940461266e-83
"670","Gamma",1.5,0.9,1.2,42,0.913061639603074,1.25903660948857,1.07015808083176,366.261147554464,1.95607266247608e-116
"671","Normal",2,0.9,1.2,42,0.877885218845481,2.01558924996169,1.23441352500848,417.429930421125,1.03150566422831e-95
"672","Gamma",2,0.9,1.2,42,0.882861343046473,3.10704479613825,0.636527552493881,383.497619991574,1.41733256457226e-109
"673","Normal",1.5,0.7,0.84,43,0.716607653140272,1.45215858989715,0.833807525887151,453.259201081639,1.42131455126142e-81
"674","Gamma",1.5,0.7,0.84,43,0.620687202740219,3.35201261029167,0.432175638213077,484.986549741755,6.61199849532392e-68
"675","Normal",2,0.7,0.84,43,0.728208342844019,1.92413168397928,0.931449101019489,455.423500750729,7.29776035645158e-79
"676","Gamma",2,0.7,0.84,43,0.70566810126227,7.00659797552018,0.288440511287956,448.329729869837,1.60899865559499e-84
"677","Normal",1.5,0.9,0.84,43,0.897943646293831,1.52184803948742,0.778198395581326,335.894669005732,2.58041913423808e-130
"678","Gamma",1.5,0.9,0.84,43,0.852955867162261,3.39797352396627,0.448676421190014,363.119582311176,1.23670831393252e-118
"679","Normal",2,0.9,0.84,43,0.893496356937825,1.98173509483018,0.838673515835968,351.673834618899,2.39593831125398e-124
"680","Gamma",2,0.9,0.84,43,0.941424865141058,7.33191298559519,0.276538965601395,291.296473462942,6.54835185035816e-150
"681","Normal",1.5,0.7,1.2,43,0.70884415148054,1.55257809744808,1.10235591520946,481.743708765964,2.56382086066183e-67
"682","Gamma",1.5,0.7,1.2,43,0.719816218537258,1.64635533947928,0.895837576914517,468.454337877863,2.70655021657654e-73
"683","Normal",2,0.7,1.2,43,0.760629559849341,1.9592092956837,1.17627994881201,470.52795791855,6.54021237049934e-74
"684","Gamma",2,0.7,1.2,43,0.679154872804642,2.3979173502397,0.819727267036201,498.09929832948,4.36824506169705e-61
"685","Normal",1.5,0.9,1.2,43,0.905656116495236,1.65821948657477,1.12814766039364,388.675554392119,1.81405246635964e-108
"686","Gamma",1.5,0.9,1.2,43,0.878835690954977,1.61607281006768,0.914025042144771,386.571831016281,1.14995707101746e-108
"687","Normal",2,0.9,1.2,43,0.909236296661054,1.93598396147558,1.21231232368907,394.02200709349,7.53220805454378e-105
"688","Gamma",2,0.9,1.2,43,0.881259279062252,2.90628815298704,0.7038936306227,396.272354545735,1.49580234882726e-104
"689","Normal",1.5,0.7,0.84,44,0.699633006573677,1.56643100606752,0.871084257928115,461.690295606251,1.41801175099949e-76
"690","Gamma",1.5,0.7,0.84,44,0.69629629301404,3.98553020177039,0.378388699496454,441.567329107396,4.20814339946457e-86
"691","Normal",2,0.7,0.84,44,0.726596660020637,2.01436769833334,0.693919174855595,428.026088144665,1.57727770649208e-91
"692","Gamma",2,0.7,0.84,44,0.713082690136618,4.7118800906957,0.410223902822242,449.183257496418,7.14248819095583e-82
"693","Normal",1.5,0.9,0.84,44,0.857146274840333,1.53032264151654,0.773911547679025,362.444125094637,1.92917082429185e-119
"694","Gamma",1.5,0.9,0.84,44,0.911937936114211,3.83658069143963,0.374872849939127,302.98597551136,2.4531325231518e-144
"695","Normal",2,0.9,0.84,44,0.884800395160026,1.95531769324259,0.896104998786855,364.418935427204,1.04714036738409e-117
"696","Gamma",2,0.9,0.84,44,0.888624698750345,5.96928270601093,0.321177043005827,335.903269208831,3.370526071358e-130
"697","Normal",1.5,0.7,1.2,44,0.750575738043325,1.50152604474825,1.13636963796771,469.213096703622,4.70225522554549e-74
"698","Gamma",1.5,0.7,1.2,44,0.709127245912051,1.62247012018348,0.88896160757311,474.27917571548,4.50544734989492e-72
"699","Normal",2,0.7,1.2,44,0.610610536662289,1.98843608915489,1.27986460733112,539.854752729431,8.14799537778723e-46
"700","Gamma",2,0.7,1.2,44,0.712798029751118,3.46782567159795,0.603023756179268,474.639175138502,3.35065239402014e-72
"701","Normal",1.5,0.9,1.2,44,0.916119476714492,1.49422223424607,1.15241138518282,382.500830631324,3.22436783124819e-110
"702","Gamma",1.5,0.9,1.2,44,0.908722498081418,1.74078096230736,0.887107614759946,370.112308920257,6.22341515938403e-115
"703","Normal",2,0.9,1.2,44,0.902509174292127,1.86262943686599,1.17989322681002,394.536677120105,5.96985072322986e-105
"704","Gamma",2,0.9,1.2,44,0.883373899988499,2.48284111545252,0.807361343014068,401.591309246475,2.18465587448372e-102
"705","Normal",1.5,0.7,0.84,45,0.67399541415348,1.46596108179842,0.831541842530228,473.621034893207,1.14543532179339e-72
"706","Gamma",1.5,0.7,0.84,45,0.754847324844755,3.10635074866539,0.468910013145498,423.815831249182,1.16268902964593e-94
"707","Normal",2,0.7,0.84,45,0.697467077661952,2.12920864753966,0.814014404931414,454.967496040065,5.43701416415811e-79
"708","Gamma",2,0.7,0.84,45,0.655318107076661,6.76318459918817,0.294459251681925,469.821923417371,4.98158690652702e-74
"709","Normal",1.5,0.9,0.84,45,0.885648858431468,1.4624685044613,0.717673590102827,332.940508864982,5.3727241054284e-132
"710","Gamma",1.5,0.9,0.84,45,0.933625279710841,2.99593584933139,0.495000432200438,310.45926901358,3.40998653371259e-141
"711","Normal",2,0.9,0.84,45,0.869665735491112,1.94136831470817,0.75935207696142,355.629958047155,1.23731699439409e-123
"712","Gamma",2,0.9,0.84,45,0.904361487476781,6.39749910816024,0.306414736497385,325.690462383239,4.85315607939103e-135
"713","Normal",1.5,0.7,1.2,45,0.614745056990266,1.55051318578345,1.28183929181532,535.58082335111,1.83111597866859e-46
"714","Gamma",1.5,0.7,1.2,45,0.67415076304159,1.93782958130237,0.850039940181441,496.524336281077,2.03978323278914e-63
"715","Normal",2,0.7,1.2,45,0.695794739210618,2.06190497110766,1.14804895993153,493.289707807613,1.24758282591371e-63
"716","Gamma",2,0.7,1.2,45,0.687327468147548,2.60391265287386,0.805820125490056,500.477223765712,3.07015996261617e-62
"717","Normal",1.5,0.9,1.2,45,0.938021825814918,1.36235779024728,1.19855579967105,375.360710639182,1.72123544315641e-112
"718","Gamma",1.5,0.9,1.2,45,0.891280447250417,1.39677571513129,1.04450304330797,386.006743263614,2.13683509482679e-108
"719","Normal",2,0.9,1.2,45,0.857239295419934,1.93161718069065,1.05858101464883,408.331187967533,2.50424928143871e-100
"720","Gamma",2,0.9,1.2,45,0.886963407383789,2.57859525732028,0.842518561126158,407.253442319538,2.41820805049296e-100
"721","Normal",1.5,0.7,0.84,46,0.692132784832269,1.47281310408364,0.90058377541707,469.704133582619,4.41465379093861e-73
"722","Gamma",1.5,0.7,0.84,46,0.716821844780602,3.52902929435006,0.429223338753997,437.527875384005,5.48407782208166e-88
"723","Normal",2,0.7,0.84,46,0.73335073476025,2.01112257969436,0.890243313795746,452.536620692724,2.8037710224853e-82
"724","Gamma",2,0.7,0.84,46,0.68681848175999,5.52536138782384,0.367761264429777,464.323948884854,8.20425424115663e-77
"725","Normal",1.5,0.9,0.84,46,0.909502765921072,1.3965527790582,0.836085668564365,338.402932141306,4.00952706467775e-129
"726","Gamma",1.5,0.9,0.84,46,0.930416667894548,3.33939066724963,0.462926247247095,309.165052746399,1.62247084153481e-141
"727","Normal",2,0.9,0.84,46,0.917039128959041,2.06580964312893,0.836779899683026,332.773533756664,2.00409524216467e-131
"728","Gamma",2,0.9,0.84,46,0.899511153433252,4.58337823152765,0.451253740783176,353.772038200038,7.53772570537603e-122
"729","Normal",1.5,0.7,1.2,46,0.711146684505043,1.50140137917423,1.14978690938492,491.64688920953,8.04944713653148e-66
"730","Gamma",1.5,0.7,1.2,46,0.671468172044508,1.85110956793753,0.808500525670463,486.659460397452,1.92707954855218e-66
"731","Normal",2,0.7,1.2,46,0.644859119893094,1.93800780326219,1.03952097202127,505.621853548362,6.85401668283511e-59
"732","Gamma",2,0.7,1.2,46,0.706834054448389,3.18475042865908,0.586899118525358,469.433987312519,5.11916298756197e-74
"733","Normal",1.5,0.9,1.2,46,0.919282445460523,1.43984800697203,1.29429441284377,398.440120655517,1.34446795684108e-102
"734","Gamma",1.5,0.9,1.2,46,0.877231465606953,1.76923029089651,0.843413452913601,384.551703123155,7.57357449732624e-109
"735","Normal",2,0.9,1.2,46,0.882779746266404,2.16972553665207,1.15569805470811,402.164580146485,2.96854353112018e-101
"736","Gamma",2,0.9,1.2,46,0.87728410096278,3.74960857349108,0.516077984737407,373.97830984529,6.22470674295772e-115
"737","Normal",1.5,0.7,0.84,47,0.703490958408837,1.54677400875827,0.794721279681422,454.32312211818,6.12172870038804e-81
"738","Gamma",1.5,0.7,0.84,47,0.665951882554343,4.70854955210158,0.307094790746992,447.398562011491,1.34735230268863e-84
"739","Normal",2,0.7,0.84,47,0.700986005912226,2.11146690241726,0.907395169327057,466.985738899792,1.0765488907589e-74
"740","Gamma",2,0.7,0.84,47,0.775540142955338,5.15802695020422,0.397805694988126,422.552370170149,8.33779103437054e-94
"741","Normal",1.5,0.9,0.84,47,0.925891333228301,1.3650192270898,0.890345142703825,335.355869770982,3.28678689032521e-130
"742","Gamma",1.5,0.9,0.84,47,0.931550996967594,3.84640237973687,0.379321916958253,291.11624641731,3.28161343905378e-149
"743","Normal",2,0.9,0.84,47,0.936814755080626,1.89318577595724,0.937749502915443,335.93858387,4.47968254144874e-130
"744","Gamma",2,0.9,0.84,47,0.913689299006673,5.2525589990541,0.388113273868333,333.934555470788,4.5089273106902e-131
"745","Normal",1.5,0.7,1.2,47,0.71568828219029,1.58232801613839,1.0976338362194,482.435333472686,5.49029579798807e-69
"746","Gamma",1.5,0.7,1.2,47,0.715502150541673,1.46054119576889,0.897150853272977,463.761832766128,2.12642473664657e-76
"747","Normal",2,0.7,1.2,47,0.742724618465781,1.93772520582783,1.3223583635138,487.630871978651,1.07501977535325e-64
"748","Gamma",2,0.7,1.2,47,0.673264915685933,3.13085191693915,0.600683838854226,483.803862504561,2.50244362786199e-67
"749","Normal",1.5,0.9,1.2,47,0.9298045323529,1.55497437740638,1.21405364008112,382.73896126885,2.22810862825069e-109
"750","Gamma",1.5,0.9,1.2,47,0.884406364597866,1.65591473318741,0.80602158585722,369.854797068124,1.08993028700848e-115
"751","Normal",2,0.9,1.2,47,0.907569820753686,2.06329541436739,1.25585731125698,401.667891568275,1.0447371751963e-101
"752","Gamma",2,0.9,1.2,47,0.914469541741737,2.42074100245213,0.814200446724933,381.308696008509,8.03078374042657e-111
"753","Normal",1.5,0.7,0.84,48,0.634515899504311,1.39836600557156,0.78677796055258,484.434320283537,1.69444931678537e-67
"754","Gamma",1.5,0.7,0.84,48,0.669333699269638,5.56747462697268,0.268757893663409,441.096868068521,4.52850667064451e-86
"755","Normal",2,0.7,0.84,48,0.696304362668195,2.02278164246276,0.964210120756292,478.207500640623,4.39086605542493e-71
"756","Gamma",2,0.7,0.84,48,0.772656831537289,5.75304727781946,0.356474394526145,417.527002133111,6.39194630488716e-96
"757","Normal",1.5,0.9,0.84,48,0.920466704996168,1.46084251105439,0.903411686008317,340.956851484142,2.09554934756817e-127
"758","Gamma",1.5,0.9,0.84,48,0.879378707408254,3.48544908386219,0.447301514678792,346.374605321995,1.26739709435947e-126
"759","Normal",2,0.9,0.84,48,0.87580231465137,2.0781564870341,0.874345114145617,368.841522933157,1.48715266271823e-116
"760","Gamma",2,0.9,0.84,48,0.951095461370976,5.80493887582306,0.367388188127455,306.425413530196,2.23085913400731e-142
"761","Normal",1.5,0.7,1.2,48,0.761372554412502,1.33312414826679,1.50575056232137,499.319626513832,5.44845127876921e-62
"762","Gamma",1.5,0.7,1.2,48,0.692656748989337,1.5918393160965,0.836252369931727,477.847601628062,4.9617413135689e-72
"763","Normal",2,0.7,1.2,48,0.703422457257838,1.9764420893966,1.10632292709117,488.073392969375,2.79545589503698e-66
"764","Gamma",2,0.7,1.2,48,0.685877384698466,3.19037361573324,0.614528501321138,481.639866565603,5.45592062909473e-68
"765","Normal",1.5,0.9,1.2,48,0.906366191277299,1.3878327371133,1.13317072989266,387.682511250188,1.54879972446223e-108
"766","Gamma",1.5,0.9,1.2,48,0.912893536806252,1.14562467780887,1.38529055375014,387.530401209021,5.80945838811279e-108
"767","Normal",2,0.9,1.2,48,0.888886498669391,2.07995876167789,1.21512312810976,410.917295113217,1.21166364217634e-99
"768","Gamma",2,0.9,1.2,48,0.931821147049331,3.14686134615642,0.611354605907373,348.120501081478,7.49353598518558e-125
"769","Normal",1.5,0.7,0.84,49,0.706591999801439,1.50930180815677,0.831720165780416,460.044499791927,6.40269038991241e-80
"770","Gamma",1.5,0.7,0.84,49,0.665299865692077,3.71969309959185,0.363993463918341,454.029161812177,1.43115682794711e-81
"771","Normal",2,0.7,0.84,49,0.645964067827682,2.23452873208469,0.844789180083121,486.603448600568,6.46930457658532e-67
"772","Gamma",2,0.7,0.84,49,0.677197323239368,6.43683903236446,0.314975651227214,462.547990239853,4.53493851901523e-77
"773","Normal",1.5,0.9,0.84,49,0.922916789949363,1.55708722135891,0.898001426119055,341.425423554461,3.21632444385636e-128
"774","Gamma",1.5,0.9,0.84,49,0.921915246847091,3.19140254702907,0.455155504570616,312.890543429489,1.09298546671663e-139
"775","Normal",2,0.9,0.84,49,0.894382318616924,1.93419861005502,0.807827313230926,342.212169297912,2.18374422914655e-127
"776","Gamma",2,0.9,0.84,49,0.902884743808333,6.1820762885846,0.317242046224596,324.998285874503,1.08655696388096e-134
"777","Normal",1.5,0.7,1.2,49,0.745388319500546,1.43056777307636,1.1880792169562,475.008122379905,9.80615556401442e-71
"778","Gamma",1.5,0.7,1.2,49,0.657621819061282,1.53235823160068,1.13758395991328,512.071860752005,8.62258193209524e-56
"779","Normal",2,0.7,1.2,49,0.689946625688094,1.96235881537672,1.0621053098772,488.001253244161,1.44008506171712e-65
"780","Gamma",2,0.7,1.2,49,0.7236097569928,2.33147111025911,0.922171578832868,488.465774821856,4.20771693973514e-65
"781","Normal",1.5,0.9,1.2,49,0.937747681955463,1.42157840560916,1.20504137693764,375.975292338132,2.43289194551732e-112
"782","Gamma",1.5,0.9,1.2,49,0.865771735246141,1.96151732890902,0.676273331349473,370.994139048324,5.89769897567294e-115
"783","Normal",2,0.9,1.2,49,0.90869858648854,1.92035717237013,1.11268302258205,382.118754324204,4.67423590237952e-110
"784","Gamma",2,0.9,1.2,49,0.921271175781002,2.60819321744538,0.744401407192928,367.448219591306,2.96870749512268e-116
"785","Normal",1.5,0.7,0.84,50,0.718592712301846,1.71063206529536,0.883676268773567,455.691186329112,1.02702319282396e-79
"786","Gamma",1.5,0.7,0.84,50,0.688075974674132,2.62775996345103,0.649828812611309,480.774793195907,1.49118198874703e-69
"787","Normal",2,0.7,0.84,50,0.728069718987505,2.05823317000646,0.882507995111071,457.951214333727,1.28192322292724e-81
"788","Gamma",2,0.7,0.84,50,0.63173646480585,8,0.256690500169464,468.646241567875,4.82043518993268e-74
"789","Normal",1.5,0.9,0.84,50,0.955307168506666,1.53016613409686,0.818213007511948,301.188366075883,1.34427068688512e-145
"790","Gamma",1.5,0.9,0.84,50,0.904573426868533,3.71714728813962,0.417800476188894,324.652269130853,4.83358740053491e-135
"791","Normal",2,0.9,0.84,50,0.902345044101735,1.9521883926076,0.813022765960823,340.185701122357,7.21383288729453e-129
"792","Gamma",2,0.9,0.84,50,0.928524243236199,5.45481325522758,0.323578834407168,298.235912644295,1.50751847670747e-146
"793","Normal",1.5,0.7,1.2,50,0.747779677480045,1.65979787361588,1.25915369881504,482.492335795591,6.24416450686506e-68
"794","Gamma",1.5,0.7,1.2,50,0.634336834734945,1.7064059087897,1.03285628555095,519.67787650961,7.22826260175516e-53
"795","Normal",2,0.7,1.2,50,0.723808711394036,2.0555812083555,1.15421900496109,482.392885527066,4.40498249939705e-68
"796","Gamma",2,0.7,1.2,50,0.711957630799264,2.34883539123612,0.791175503008109,484.901654709837,4.90065561881505e-69
"797","Normal",1.5,0.9,1.2,50,0.951171969817948,1.38022567255443,1.20441795342227,366.324394178283,1.24089660056563e-116
"798","Gamma",1.5,0.9,1.2,50,0.916584835325752,1.33597114548801,1.31580913151656,397.616735351322,5.54066386632731e-104
"799","Normal",2,0.9,1.2,50,0.913940517117563,1.89074657543493,1.30982812329337,403.55855554272,1.70088503557148e-100
"800","Gamma",2,0.9,1.2,50,0.915038425061633,2.83877252226053,0.679537733228161,364.319069925011,8.63315732976445e-118
